title,channel_title,desc,date,tags,liked,disliked,views
Настя и папа - три смешных видео про игрушки,Like Nastya,"Три интересных видео про Настю и папу, которые разыгрывают забавные истории с участием любимых игрушек и персонажей.",2018-07-23T09:21:09Z,"['настя и папа', 'игрушки', 'настя', 'лайк настя', 'play', 'video for kids', 'toys', 'funny', 'like nastya', 'видео для детей']",208626,106241,74923345
Настя и папа строят домики для собак / Nastya and papa makes playhouses for toys,Like Nastya,"Настя стоит домики для собак, красит и украшает сама. Видео для детей про игрушки.
Nastya and papa makes a new houses for toys dogs
Инстаграмм Насти https://www.instagram.com/like_nastya_vlog/",2018-07-21T07:00:06Z,"['игрушки', 'домики', 'игрушки для детей', 'для детей', 'дом из картона', 'папа', 'видео для детей', 'papa', 'play', 'toys', 'kids toys', 'kids playhouse', 'toy', 'playhouse', 'for kids', 'nastya', 'настя и папа', 'настя', 'лайк настя', 'like nastya']",144784,58114,57290419
Настя собирает сюрпризы и куклы под дождём Видео про игрушки Nastya pretend play with toys and dolls,Like Nastya,"Настя собирает игрушки куколки под дождём, они появляются при каждом ударе молнии. Вредная тучка мешает Насте собирать сюрпризы.
Nastya pretend play with toy dolls
Инстаграмм Насти https://www.instagram.com/like_nastya_vlog/",2018-07-19T07:00:00Z,"['игрушки', 'куклы', 'настя', 'для девочек', 'видео про игрушки', 'для детей', 'сюрпризы', 'pretend play', 'toys and dolls', 'toys', 'video for kids', 'toys for kids', 'play toys', 'play', 'girl toys', 'playing', 'toy', 'doll', 'nastya', 'лайк настя', 'like nastya']",175597,74900,72415110
Настя сама наряжается в кино с папой / Nastya dresses up in the movie with papa,Like Nastya,"Настя собирается в кино с папой. Она решает одеть на себя всё самое лучшее, а так же сделать маникюр и макияж сама.  
Nastya dresses up in the movie Funny video for kids
Инстаграмм Насти https://www.instagram.com/like_nastya_vlog/",2018-07-17T07:00:01Z,"['дети сами', 'папа', 'настя и папа', 'для детей', 'сама', 'видео для детей', 'детский канал', 'новое видео', 'для девочек', 'dress up', 'pretend play', 'papa', 'playing', 'funny', 'fun', 'for kids', 'video for kids', 'настя', 'like nastya', 'лайк настя', 'nastya']",97703,38251,35619790
Настя играет на необычной площадке для детей Nastya pretend play at the indoor playground for kids,Like Nastya,"Настя весело играет в доме великана, это необычное развлечение для детей в Москве. На последок зашли в контактный зоопарк и накормили резвого кролика.  
Nastya pretend play at the indoor playground 
Инстаграмм Насти https://www.instagram.com/like_nastya_vlog/",2018-07-15T07:06:37Z,"['настя', 'играет', 'детская площадка', 'для детей', 'развлечения', 'видео для детей', 'pretend play', 'for kids', 'play', 'playing', 'indoor playground', 'playground', 'museum of toys', 'museum', 'entertainment', 'fun', 'playtime', 'nastya', 'like nastya', 'лайк настя']",340360,116032,114878427
Настя и папа строят новый домик для игрушек Nastya and papa are building playhouse for toys,Like Nastya,"Настя и папа строят новый домик для игрушек так как в старом домике уже не хватает места. Поместятся ли все игрушки в новом домике?
Nastya and papa are building playhouse for toys
Инстаграмм Насти https://www.instagram.com/like_nastya_vlog/",2018-07-13T07:00:09Z,"['настя', 'игрушки', 'настя и папа', 'домик', 'детский домик', 'видео для детей', 'папа', 'play', 'toys', 'kids toys', 'for kids', 'papa', 'playing', 'play toys', 'video for kids', 'pretend play', 'playhouse', 'nastya', 'like nastya', 'лайк настя']",84489,38463,29671698
Настя и Папа играют в футбол и убирают игрушки Nastya and papa playing football,Like Nastya,"Настя и Папа играют в футбол и убирают игрушки Видео для детей / Nastya and papa playing football
Инстаграмм Насти https://www.instagram.com/like_nastya_vlog/",2018-07-11T07:17:05Z,"['играют', 'футбол', 'игрушки', 'для детей']",190131,90927,76389025
Настя и странные куклы пупсики Nastya vs baby bees Funny video for kids,Like Nastya,"Куклы пупсики неожиданно появляются у Насти, теперь с ними будет много хлопот, но неожиданности только начинаются.
Nastya vs baby bees Funny video for kids
Инстаграмм Насти https://www.instagram.com/like_nastya_vlog/",2018-07-09T07:00:00Z,"['куклы', 'пупсики', 'куклы пупсики', 'играем в куклы', 'куклы для девочек', 'игрушки', 'dolls', 'baby doll', 'bees', 'for kids', 'pretend play', 'kids toys', 'play', 'girl toys', 'play toys', 'toys', 'funny video', 'nastya', 'like nastya', 'настя', 'лайк настя']",45372,21879,20975295
Nastya Pretend Play in Shopping with Baby Doll and Toys!,Like Nastya,"Nastya makes purchases with her beloved doll, but she decides to run away from her. Nastya has to look for her around the store and on the playground.
Инстаграмм Насти https://www.instagram.com/like_nastya_vlog/",2018-07-07T07:00:10Z,"['Nastya', 'pretend play', 'play toys', 'shopping', 'doll', 'toys', 'kids toys', 'play', 'baby doll', 'kids pretend play', 'toys for kids', 'toy', 'for children', 'toys and dolls', 'kids video', 'video for kids', 'girl toys', 'for kids', 'like nastya', 'настя', 'лайк настя']",123897,62905,56279994
Nastya and Papa vs funny toy dogs! Pretend play with doggies twins,Like Nastya,"Nastya brought home two dogs of twins, but Dad is against since he is allergic to animals.
Инстаграмм Насти https://www.instagram.com/like_nastya_vlog/",2018-07-05T07:00:01Z,"['Nastya', 'toys', 'pretend play', 'twins', 'doggies', 'toy dog', 'funny toy', 'vs', 'playing', 'for kids', 'papa', 'toy', 'kids toys', 'funny', 'video for kids', 'kids video', 'play fun', 'for children', 'like nastya', 'папа', 'лайк настя', 'настя и папа', 'настя']",11044,5029,4789489
Nastya and Baby doll vs Pesky Flies! Аnd other Funny Stories by Like Nastya,Like Nastya,"Nastya and the doll are trying to sleep, but the annoying flies constantly interfere. The second story about the daddy and Nastya, having fun on the playground.
Инстаграмм Насти https://www.instagram.com/like_nastya_vlog/",2018-07-04T06:10:19Z,"['Nastya', 'funny stories', 'vs', 'pesky flies', 'play fun', 'kids toys', 'toys', 'toy', 'funny', 'kids', 'play', 'fun', 'stories', 'for kids', 'for children', 'kids video', 'pretend play', 'kids pretend play', 'kids videos', 'video for kids', 'children', 'childrens videos', 'Настя', 'лайк настя', 'like nastya']",267778,130420,63400416
Настя и песенка для детей про прятки,Like Nastya,"Настя любит играть в прятки. Она поёт песенку дя детей и играет с игрушками.
Инстаграмм Насти https://www.instagram.com/like_nastya_vlog/",2018-07-03T07:36:46Z,"['nastya', 'like nastya', 'настя', 'песенка для детей', 'пессенка', 'song for kids']",15552,7398,6543529
Настя ужасно поёт и мешает Папе  -  Nastya and Papa Pretend Play with Musical Instruments,Like Nastya,"Настя и папа - история про музыкальные инструменты 
Nastya and Papa Pretend Play with Musical Instruments",2018-07-01T07:00:01Z,"['настя и папа', 'игрушки', 'музыкальные инструменты', 'pretend play', 'toys', 'fun', 'for kids', 'play', 'nastya', 'like nastya', 'настя', 'лайк настя']",62229,27056,29935758
Настя и Кукла построили новый детский дом Nastya and Doll Pretend Play in Playhouse for children,Like Nastya,Настя и Кукла построили новый детский дом для детей Nastya and the Doll Pretend Play in Playhouse for children,2018-06-29T07:00:00Z,"['настя', 'домик для детей', 'кукла', 'игрушки', 'детский домик', 'смешное видео', 'doll', 'playhouse', 'kids playhouse', 'toys for kids', 'kids toys', 'лайк настя', 'nastya', 'like nastya', 'построили дом', 'pretend play', 'дом']",752246,343837,252396991
Настя и музей игрушек для детей Nastya pretend play at the kid's museum of toy's bears,Like Nastya,"Настя и музей игрушек для детей с детской площадкой, гигантскими мишками и весёлыми персонажами из мультиков. Nastya pretend play at the kid's museum of toy's bears",2018-06-27T07:00:01Z,"['игрушки', 'развлечения', 'музей для детей', 'детская площадка', 'мишки', 'для детей', 'pretend play', 'toys', 'museum', 'childrens museum', 'playtime', 'museum of toys', 'play', 'for kids', ""toy's"", 'kids playtime', 'kids toys', 'for children', 'fun', 'entertainment', ""children's museum"", 'fun with toys', 'kids video', 'video for kids', ""toy's bear"", 'nastya', 'like nastya', 'настя', 'лайк настя']",50283,21265,18691047
Nastya and her lullaby song,Like Nastya,Nastya plays with the baby doll and sings a nursery rhyme to him so that he falls asleep as soon as possible.,2018-06-26T07:00:02Z,"['nastya song', 'lullaby song', 'song for kids', 'sing along', 'lullaby', 'nastya', 'like nastya', 'настя']",36851,15115,14951364
Настя и незваные гости Видео для детей Nastya and funny kids pretend play with toys,Like Nastya,"Настя и незваные гости. Однажды к Насте забежали два мальчика которые навели  беспорядок на площадке у дома.
Nastya and funny kids playing with toys",2018-06-24T07:00:08Z,"['дети', 'смешные дети', 'видео для детей', 'детское видео', 'смешное видео', 'игрушки', 'funny kids', 'toys', 'kids', 'fun', 'funny kid', 'playing', 'toys for kids', 'children', 'Nastya', 'like nastya', 'настя', 'лайк настя', 'pretend play']",100524,47798,28754825
Настя и папа весело играют на детской площадке Nastya and papa family playtime on the playground,Like Nastya,Настя и папа весело играют на детской площадке Nastya and papa family playtime on the playground,2018-06-23T13:53:03Z,"['на детской площадке', 'играют', 'настя и папа', 'весело', 'для детей', 'детская площадка', 'family', 'playtime', 'family fun', 'playground', 'for kids', 'playing', 'fun', 'video for kids', 'play', 'papa', 'nastya', 'like nastya', 'настя', 'папа', 'лайк настя']",350308,187832,137143280
Настя и странный сон про куклу пупсика Nastya and a strange dream pretend play with funny giant doll,Like Nastya,Настя и странный сон про куклу пупсика Nastya and a strange dream pretend play with funny giant doll,2018-06-21T07:00:00Z,"['пупсик', 'кукла пупсик', 'дочки матери', 'как мама', 'игрушки', 'для детей', 'doll', 'toys', 'giant doll', 'funny', 'funny toy', 'for kids', 'pretend play', 'baby doll', 'play', 'kids toys', 'настя', 'лайк настя', 'like nastya', 'nastya', 'сон', 'dream']",355600,166717,140251959
Настя и папа показывают Тур Хаус по нашему дому Влог Nastya and papa pretend play with playhouse,Like Nastya,Настя и папа показывают Тур Хаус по нашему дому и строят новый домик Влог для детей Nastya and papa pretend play with playhouse House tour Video for kids,2018-06-19T07:00:07Z,"['настя', 'видео для детей', 'папа', 'настя и папа', 'тур хаус', 'хаус тур', 'влог', 'мой дом', 'для детей', 'house tour', 'pretend play', 'playhouse', 'play', 'kids toys', 'fun', 'kids playhouse', 'for kids', 'toys', 'video for kids', 'nastya', 'papa', 'like nastya', 'лайк настя']",57047,24276,18451963
Настя и папа в музее науки для детей Nastya and papa pretend play at the children's museum,Like Nastya,Настя и папа в музее науки для детей Nastya and papa pretend play at the children's museum,2018-06-16T07:00:02Z,"['музей науки', 'настя и папа', 'в музее', 'для детей', 'музей для детей', 'папа', 'влог', 'play', 'fun', 'papa', 'for children', 'museum', 'family fun', ""children's museum"", 'Настя', 'entertainment', 'pretend play', 'nastya', 'лайк настя', 'like nastya', 'настя']",24296,10957,7630696
